FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
,,French Guiana,France,4/2/20 23:25,4,-53,51,0,15,36,"French Guiana, France"
,,French Polynesia,France,4/2/20 23:25,-17.6797,-149.4068,37,0,0,37,"French Polynesia, France"
,,Fujian,China,4/2/20 1:38,26.0789,117.9874,345,1,299,45,"Fujian, China"
,,Gansu,China,4/1/20 14:00,37.8099,101.0583,138,2,127,9,"Gansu, China"
,,Gibraltar,United Kingdom,4/2/20 23:25,36.1408,-5.3536,88,0,46,42,"Gibraltar, United Kingdom"
,,Grand Princess,Canada,4/2/20 23:31,,,13,0,0,0,"Grand Princess, Canada"
,,Greenland,Denmark,4/2/20 23:25,71.7069,-42.6043,10,0,2,8,"Greenland, Denmark"
,,Guadeloupe,France,4/2/20 23:25,16.265,-61.551,128,6,24,98,"Guadeloupe, France"
,,Guangdong,China,4/2/20 1:26,23.3417,113.4244,1507,8,1365,134,"Guangdong, China"
,,Guangxi,China,4/2/20 0:16,23.8298,108.7881,254,2,252,0,"Guangxi, China"
,,Guizhou,China,3/18/20 1:37,26.8154,106.8748,146,2,144,0,"Guizhou, China"
,,Hainan,China,3/24/20 4:19,19.1959,109.7453,168,6,162,0,"Hainan, China"
,,Hebei,China,4/2/20 0:09,39.549,116.1306,325,6,310,9,"Hebei, China"
,,Heilongjiang,China,4/2/20 0:09,47.862,127.7615,488,13,469,6,"Heilongjiang, China"
,,Henan,China,3/29/20 1:44,33.882,113.614,1276,22,1251,3,"Henan, China"
,,Hong Kong,China,4/2/20 8:53,22.3,114.2,802,4,147,651,"Hong Kong, China"
,,Hubei,China,4/2/20 8:26,30.9756,112.2707,67802,3199,63471,1132,"Hubei, China"
,,Hunan,China,4/2/20 1:30,27.6104,111.7088,1019,4,1014,1,"Hunan, China"
,,Inner Mongolia,China,4/1/20 23:56,44.0935,113.9448,117,1,74,42,"Inner Mongolia, China"
,,Isle of Man,United Kingdom,4/2/20 23:25,54.2361,-4.5481,95,1,0,94,"Isle of Man, United Kingdom"
,,Jiangsu,China,4/2/20 0:58,32.9711,119.455,647,0,631,16,"Jiangsu, China"
,,Jiangxi,China,3/30/20 3:15,27.614,115.7221,937,1,935,1,"Jiangxi, China"
,,Jilin,China,3/29/20 0:28,43.6661,126.1923,98,1,92,5,"Jilin, China"
,,Liaoning,China,4/2/20 13:24,41.2956,122.6085,141,2,124,15,"Liaoning, China"
,,Macau,China,3/31/20 13:54,22.1667,113.55,41,0,10,31,"Macau, China"
,,Manitoba,Canada,4/2/20 23:31,53.7609,-98.8139,167,1,0,0,"Manitoba, Canada"
,,Martinique,France,4/2/20 23:25,14.6415,-61.0242,138,3,27,108,"Martinique, France"
,,Mayotte,France,4/2/20 23:25,-12.8275,45.166244,116,1,10,105,"Mayotte, France"
,,Montserrat,United Kingdom,4/2/20 23:25,16.742498,-62.187366,5,0,0,5,"Montserrat, United Kingdom"
,,New Brunswick,Canada,4/2/20 23:31,46.5653,-66.4619,91,0,0,0,"New Brunswick, Canada"
,,New Caledonia,France,4/2/20 23:25,-20.904305,165.618042,18,0,1,17,"New Caledonia, France"
,,New South Wales,Australia,4/2/20 23:32,-33.8688,151.2093,2298,10,4,2284,"New South Wales, Australia"
,,Newfoundland and Labrador,Canada,4/2/20 23:31,53.1355,-57.6604,183,1,0,0,"Newfoundland and Labrador, Canada"
,,Ningxia,China,3/16/20 8:47,37.2692,106.1655,75,0,75,0,"Ningxia, China"
,,Northern Territory,Australia,4/2/20 23:32,-12.4634,130.8456,21,0,0,21,"Northern Territory, Australia"
,,Northwest Territories,Canada,4/2/20 23:31,64.8255,-124.8457,2,0,0,0,",Northwest Territories,Canada"
,,Nova Scotia,Canada,4/2/20 23:31,44.682,-63.7443,193,0,0,0,"Nova Scotia, Canada"
,,Ontario,Canada,4/2/20 23:31,51.2538,-85.3232,2793,53,0,0,"Ontario, Canada"
,,Prince Edward Island,Canada,4/2/20 23:31,46.5107,-63.4168,22,0,0,0,"Prince Edward Island, Canada"
,,Qinghai,China,2/23/20 11:19,35.7452,95.9956,18,0,18,0,"Qinghai, China"
,,Quebec,Canada,4/2/20 23:31,52.9399,-73.5491,5518,36,0,0,"Quebec, Canada"
,,Queensland,Australia,4/2/20 23:32,-27.4698,153.0251,835,4,8,823,"Queensland, Australia"
,,Recovered,Canada,4/2/20 23:31,,,0,0,1735,0,"Recovered, Canada"
,,Reunion,France,4/2/20 23:25,-21.1151,55.5364,308,0,40,268,"Reunion, France"
,,Saint Barthelemy,France,4/2/20 23:25,17.9,-62.8333,6,0,1,5,"Saint Barthelemy, France"
,,Saskatchewan,Canada,4/2/20 23:31,52.9399,-106.4509,206,3,0,0,"Saskatchewan, Canada"
,,Shaanxi,China,4/1/20 1:36,35.1917,108.8701,255,3,242,10,"Shaanxi, China"
,,Shandong,China,4/2/20 0:34,36.3427,118.1498,775,7,753,15,"Shandong, China"
,,Shanghai,China,4/2/20 0:34,31.202,121.4491,522,6,343,173,"Shanghai, China"
,,Shanxi,China,3/31/20 23:35,37.5777,112.2922,137,0,133,4,"Shanxi, China"
,,Sichuan,China,4/2/20 0:58,30.6171,102.7103,554,3,537,14,"Sichuan, China"
,,Sint Maarten,Netherlands,4/2/20 23:25,18.0425,-63.0548,18,1,6,11,"Sint Maarten, Netherlands"
,,South Australia,Australia,4/2/20 23:32,-34.9285,138.6007,367,0,6,361,"South Australia, Australia"
,,St Martin,France,4/2/20 23:25,18.0708,-63.0501,22,1,2,19,"St Martin, France"
,,Tasmania,Australia,4/2/20 23:32,-42.8821,147.3272,72,2,5,65,"Tasmania, Australia"
,,Tianjin,China,4/1/20 10:53,39.3054,117.323,176,3,135,38,"Tianjin, China"
,,Tibet,China,2/23/20 11:19,31.6927,88.0924,1,0,1,0,"Tibet, China"
,,Turks and Caicos Islands,United Kingdom,4/2/20 23:25,21.694,-71.7979,5,0,0,5,"Turks and Caicos Islands, United Kingdom"
,,Victoria,Australia,4/2/20 23:32,-37.8136,144.9631,1036,5,422,609,"Victoria, Australia"
,,Western Australia,Australia,4/2/20 23:32,-31.9505,115.8605,400,2,64,334,"Western Australia, Australia"
,,Xinjiang,China,3/8/20 5:31,41.1129,85.2401,76,3,73,0,"Xinjiang, China"
,,Yukon,Canada,4/2/20 23:31,64.2823,-135,6,0,0,0,",Yukon,Canada"
,,Yunnan,China,4/1/20 23:43,24.974,101.487,183,2,172,9,"Yunnan, China"
,,Zhejiang,China,4/2/20 1:20,29.1832,120.0934,1258,1,1228,29,"Zhejiang, China"
,,,Afghanistan,4/2/20 23:25,33.93911,67.709953,273,6,10,257,Afghanistan
,,,Albania,4/2/20 23:25,41.1533,20.1683,277,16,76,185,Albania
,,,Algeria,4/2/20 23:25,28.0339,1.6596,986,86,61,839,Algeria
,,,Andorra,4/2/20 23:25,42.5063,1.5218,428,15,10,403,Andorra
,,,Angola,4/2/20 23:25,-11.2027,17.8739,8,2,1,5,Angola
,,,Antigua and Barbuda,4/2/20 23:25,17.0608,-61.7964,9,0,0,9,Antigua and Barbuda
,,,Argentina,4/2/20 23:25,-38.4161,-63.6167,1133,36,256,841,Argentina
,,,Armenia,4/2/20 23:25,40.0691,45.0382,663,7,33,623,Armenia
,,,Austria,4/2/20 23:25,47.5162,14.5501,11129,158,1749,9222,Austria
,,,Azerbaijan,4/2/20 23:25,40.1431,47.5769,400,5,26,369,Azerbaijan
,,,Bahamas,4/2/20 23:25,25.025885,-78.035889,24,1,1,22,Bahamas
,,,Bahrain,4/2/20 23:25,26.0275,50.55,643,4,381,258,Bahrain
,,,Bangladesh,4/2/20 23:25,23.685,90.3563,56,6,25,25,Bangladesh
,,,Barbados,4/2/20 23:25,13.1939,-59.5432,46,0,0,46,Barbados
,,,Belarus,4/2/20 23:25,53.7098,27.9534,304,4,53,247,Belarus
,,,Belgium,4/2/20 23:25,50.8333,4.469936,15348,1011,2495,11842,Belgium
,,,Belize,4/2/20 23:25,17.1899,-88.4976,3,0,0,3,",,Belize"
,,,Benin,4/2/20 23:25,9.3077,2.3158,13,0,1,12,Benin
,,,Bhutan,4/2/20 23:25,27.5142,90.4336,5,0,1,4,Bhutan
,,,Bolivia,4/2/20 23:25,-16.2902,-63.5887,123,8,1,114,Bolivia
,,,Bosnia and Herzegovina,4/2/20 23:25,43.9159,17.6791,533,16,20,497,Bosnia and Herzegovina
,,,Botswana,4/2/20 23:25,-22.3285,24.6849,4,1,0,3,Botswana
,,,Brazil,4/2/20 23:25,-14.235,-51.9253,8044,324,127,7593,Brazil
,,,Brunei,4/2/20 23:25,4.5353,114.7277,133,1,56,76,Brunei
,,,Bulgaria,4/2/20 23:25,42.7339,25.4858,457,10,25,422,Bulgaria
,,,Burkina Faso,4/2/20 23:25,12.2383,-1.5616,288,16,50,222,Burkina Faso
,,,Burma,4/2/20 23:25,21.9162,95.956,20,1,0,19,Burma
,,,Burundi,4/2/20 23:25,-3.3731,29.9189,3,0,0,3,Burundi
,,,Cabo Verde,4/2/20 23:25,16.5388,-23.0418,6,1,0,5,Cabo Verde
,,,Cambodia,4/2/20 23:25,11.55,104.9167,110,0,34,76,Cambodia
,,,Cameroon,4/2/20 23:25,3.848,11.5021,306,7,10,289,Cameroon
,,,Central African Republic,4/2/20 23:25,6.6111,20.9394,3,0,0,3,Central African Republic
,,,Chad,4/2/20 23:25,15.4542,18.7322,8,0,0,8,Chad
,,,Chile,4/2/20 23:25,-35.6751,-71.543,3404,18,335,3051,Chile
,,,Colombia,4/2/20 23:25,4.5709,-74.2973,1161,19,55,1087,Colombia
,,,Congo (Brazzaville),4/2/20 23:25,-4.2634,15.2832,22,2,2,18,Congo (Brazzaville)
,,,Congo (Kinshasa),4/2/20 23:25,-4.322447,15.307045,134,13,3,118,Congo (Kinshasa)
,,,Costa Rica,4/2/20 23:25,9.7489,-83.7534,396,2,6,388,Costa Rica
,,,Cote d'Ivoire,4/2/20 23:25,7.54,-5.5471,194,1,15,178,Cote d'Ivoire
,,,Croatia,4/2/20 23:25,45.1,15.2,1011,7,88,916,Croatia
,,,Cuba,4/2/20 23:25,21.521757,-77.781167,233,6,13,214,Cuba
,,,Cyprus,4/2/20 23:25,35.1264,33.4299,356,10,28,318,Cyprus
,,,Czechia,4/2/20 23:25,49.8175,15.473,3858,44,67,3747,Czechia
,,,Denmark,4/2/20 23:25,56.2639,9.5018,3386,123,1089,2174,Denmark
,,,Diamond Princess,4/2/20 23:25,,,712,11,619,82,Diamond Princess
,,,Djibouti,4/2/20 23:25,11.8251,42.5903,40,0,0,40,Djibouti
,,,Dominica,4/2/20 23:25,15.415,-61.371,12,0,0,12,Dominica
,,,Dominican Republic,4/2/20 23:25,18.7357,-70.1627,1380,60,16,1304,Dominican Republic
,,,Ecuador,4/2/20 23:25,-1.8312,-78.1834,3163,120,65,2978,Ecuador
,,,Egypt,4/2/20 23:25,26.820553,30.802498,865,58,201,606,Egypt
,,,El Salvador,4/2/20 23:25,13.7942,-88.8965,41,2,0,39,El Salvador
,,,Equatorial Guinea,4/2/20 23:25,1.6508,10.2679,15,0,1,14,Equatorial Guinea
,,,Eritrea,4/2/20 23:25,15.1794,39.7823,22,0,0,22,Eritrea
,,,Estonia,4/2/20 23:25,58.5953,25.0136,858,11,45,802,Estonia
,,,Eswatini,4/2/20 23:25,-26.5225,31.4659,9,0,0,9,Eswatini
,,,Ethiopia,4/2/20 23:25,9.145,40.4897,29,0,3,26,Ethiopia
,,,Fiji,4/2/20 23:25,-17.7134,178.065,7,0,0,7,Fiji
,,,Finland,4/2/20 23:25,61.92411,25.748151,1518,19,300,1199,Finland
,,,France,4/2/20 23:25,46.2276,2.2137,59105,5387,12428,41290,France
,,,Gabon,4/2/20 23:25,-0.8037,11.6094,21,1,0,20,Gabon
,,,Gambia,4/2/20 23:25,13.4432,-15.3101,4,1,2,1,Gambia
,,,Georgia,4/2/20 23:25,42.3154,43.3569,134,0,26,108,Georgia
,,,Germany,4/2/20 23:25,51.165691,10.451526,84794,1107,22440,61247,Germany
,,,Ghana,4/2/20 23:25,7.9465,-1.0232,204,5,31,168,Ghana
,,,Greece,4/2/20 23:25,39.0742,21.8243,1544,53,61,1430,Greece
,,,Grenada,4/2/20 23:25,12.1165,-61.679,10,0,0,10,Grenada
,,,Guatemala,4/2/20 23:25,15.7835,-90.2308,47,1,12,34,Guatemala
,,,Guinea,4/2/20 23:25,9.9456,-9.6966,52,0,0,52,Guinea
,,,Guinea-Bissau,4/2/20 23:25,11.8037,-15.1804,9,0,0,9,Guinea-Bissau
,,,Guyana,4/2/20 23:25,4.860416,-58.93018,19,4,0,15,Guyana
,,,Haiti,4/2/20 23:25,18.9712,-72.2852,16,0,1,15,Haiti
,,,Holy See,4/2/20 23:25,41.9029,12.4534,7,0,0,7,Holy See
,,,Honduras,4/2/20 23:25,15.2,-86.2419,219,14,3,202,Honduras
,,,Hungary,4/2/20 23:25,47.1625,19.5033,585,21,42,522,Hungary
,,,Iceland,4/2/20 23:25,64.9631,-19.0208,1319,4,284,1031,Iceland
,,,India,4/2/20 23:25,20.593684,78.96288,2543,72,191,2280,India
,,,Indonesia,4/2/20 23:25,-0.7893,113.9213,1790,170,112,1508,Indonesia
,,,Iran,4/2/20 23:25,32.427908,53.688046,50468,3160,16711,30597,Iran
,,,Iraq,4/2/20 23:25,33.223191,43.679291,772,54,202,516,Iraq
,,,Ireland,4/2/20 23:25,53.1424,-7.6921,3849,98,5,3746,Ireland
,,,Israel,4/2/20 23:25,31.046051,34.851612,6857,36,338,6483,Israel
,,,Italy,4/2/20 23:25,41.87194,12.56738,115242,13915,18278,83049,Italy
,,,Jamaica,4/2/20 23:25,18.1096,-77.2975,47,3,2,42,Jamaica
,,,Japan,4/2/20 23:25,36.204824,138.252924,2495,62,472,1961,Japan
,,,Jordan,4/2/20 23:25,31.24,36.51,299,5,45,249,Jordan
,,,Kazakhstan,4/2/20 23:25,48.0196,66.9237,435,3,27,405,Kazakhstan
,,,Kenya,4/2/20 23:25,-0.0236,37.9062,110,3,4,103,Kenya
,,,"Korea, South",4/2/20 23:25,35.907757,127.766922,9976,169,5828,3979,"Korea, South"
,,,Kosovo,4/2/20 23:25,42.602636,20.902977,125,1,10,114,Kosovo
,,,Kuwait,4/2/20 23:25,29.31166,47.481766,342,0,81,261,Kuwait
,,,Kyrgyzstan,4/2/20 23:25,41.20438,74.766098,116,0,5,111,Kyrgyzstan
,,,Laos,4/2/20 23:25,19.85627,102.495496,10,0,0,10,Laos
,,,Latvia,4/2/20 23:25,56.8796,24.6032,458,0,31,427,Latvia
,,,Lebanon,4/2/20 23:25,33.8547,35.8623,494,16,46,432,Lebanon
,,,Liberia,4/2/20 23:25,6.428055,-9.429499,6,0,0,6,Liberia
,,,Libya,4/2/20 23:25,26.3351,17.228331,11,1,0,10,Libya
,,,Liechtenstein,4/2/20 23:25,47.14,9.55,75,0,0,75,Liechtenstein
,,,Lithuania,4/2/20 23:25,55.1694,23.8813,649,9,7,633,Lithuania
,,,Luxembourg,4/2/20 23:25,49.8153,6.1296,2487,30,80,2377,Luxembourg
,,,MS Zaandam,4/2/20 23:25,,,9,2,0,7,",,MS Zaandam"
,,,Madagascar,4/2/20 23:25,-18.766947,46.869107,59,0,0,59,Madagascar
,,,Malawi,4/2/20 23:25,-13.254308,34.301525,3,0,0,3,Malawi
,,,Malaysia,4/2/20 23:25,4.210484,101.975766,3116,50,767,2299,Malaysia
,,,Maldives,4/2/20 23:25,3.2028,73.2207,19,0,13,6,Maldives
,,,Mali,4/2/20 23:25,17.570692,-3.996166,36,3,0,33,Mali
,,,Malta,4/2/20 23:25,35.9375,14.3754,196,0,2,194,Malta
,,,Mauritania,4/2/20 23:25,21.0079,-10.9408,6,1,2,3,",,Mauritania"
,,,Mauritius,4/2/20 23:25,-20.348404,57.552152,169,7,0,162,Mauritius
,,,Mexico,4/2/20 23:25,23.6345,-102.5528,1378,37,35,1306,Mexico
,,,Moldova,4/2/20 23:25,47.4116,28.3699,505,6,23,476,Moldova
,,,Monaco,4/2/20 23:25,43.7333,7.4167,60,1,2,57,Monaco
,,,Mongolia,4/2/20 23:25,46.8625,103.8467,14,0,2,12,Mongolia
,,,Montenegro,4/2/20 23:25,42.708678,19.37439,144,2,0,142,Montenegro
,,,Morocco,4/2/20 23:25,31.7917,-7.0926,708,44,31,633,Morocco
,,,Mozambique,4/2/20 23:25,-18.665695,35.529562,10,0,0,10,Mozambique
,,,Namibia,4/2/20 23:25,-22.9576,18.4904,14,0,3,11,Namibia
,,,Nepal,4/2/20 23:25,28.1667,84.25,6,0,1,5,Nepal
,,,Netherlands,4/2/20 23:25,52.1326,5.2913,14697,1339,250,13108,Netherlands
,,,New Zealand,4/2/20 23:25,-40.9006,174.886,797,1,92,704,New Zealand
,,,Nicaragua,4/2/20 23:25,12.865416,-85.207229,5,1,0,4,Nicaragua
,,,Niger,4/2/20 23:25,17.607789,8.081666,98,5,0,93,Niger
,,,Nigeria,4/2/20 23:25,9.082,8.6753,184,2,20,162,Nigeria
,,,North Macedonia,4/2/20 23:25,41.6086,21.7453,384,11,17,356,North Macedonia
,,,Norway,4/2/20 23:25,60.472,8.4689,5147,50,32,5065,Norway
,,,Oman,4/2/20 23:25,21.512583,55.923255,231,1,57,173,Oman
,,,Pakistan,4/2/20 23:25,30.3753,69.3451,2421,34,125,2262,Pakistan
,,,Panama,4/2/20 23:25,8.538,-80.7821,1317,32,9,1276,Panama
,,,Papua New Guinea,4/2/20 23:25,-6.314993,143.95555,1,0,0,1,Papua New Guinea
,,,Paraguay,4/2/20 23:25,-23.4425,-58.4438,77,3,2,72,Paraguay
,,,Peru,4/2/20 23:25,-9.19,-75.0152,1414,55,537,822,Peru
,,,Philippines,4/2/20 23:25,12.879721,121.774017,2633,107,51,2475,Philippines
,,,Poland,4/2/20 23:25,51.9194,19.1451,2946,57,56,2833,Poland
,,,Portugal,4/2/20 23:25,39.3999,-8.2245,9034,209,68,8757,Portugal
,,,Qatar,4/2/20 23:25,25.3548,51.1839,949,3,72,874,Qatar
,,,Romania,4/2/20 23:25,45.9432,24.9668,2738,115,267,2356,Romania
,,,Russia,4/2/20 23:25,61.52401,105.318756,3548,30,235,3283,Russia
,,,Rwanda,4/2/20 23:25,-1.9403,29.8739,84,0,0,84,Rwanda
,,,Saint Kitts and Nevis,4/2/20 23:25,17.357822,-62.782998,9,0,0,9,Saint Kitts and Nevis
,,,Saint Lucia,4/2/20 23:25,13.9094,-60.9789,13,0,1,12,Saint Lucia
,,,Saint Vincent and the Grenadines,4/2/20 23:25,12.9843,-61.2872,2,0,1,1,Saint Vincent and the Grenadines
,,,San Marino,4/2/20 23:25,43.9424,12.4578,245,30,21,194,San Marino
,,,Saudi Arabia,4/2/20 23:25,23.885942,45.079162,1885,21,328,1536,Saudi Arabia
,,,Senegal,4/2/20 23:25,14.4974,-14.4524,195,1,55,139,Senegal
,,,Serbia,4/2/20 23:25,44.0165,21.0059,1171,31,0,1140,Serbia
,,,Seychelles,4/2/20 23:25,-4.6796,55.492,10,0,0,10,Seychelles
,,,Sierra Leone,4/2/20 23:25,8.460555,-11.779889,2,0,0,2,Sierra Leone
,,,Singapore,4/2/20 23:25,1.2833,103.8333,1049,4,266,779,Singapore
,,,Slovakia,4/2/20 23:25,48.669,19.699,426,1,5,420,Slovakia
,,,Slovenia,4/2/20 23:25,46.1512,14.9955,897,17,70,810,Slovenia
,,,Somalia,4/2/20 23:25,5.152149,46.199616,5,0,1,4,Somalia
,,,South Africa,4/2/20 23:25,-30.5595,22.9375,1462,5,50,1407,South Africa
,,,Spain,4/2/20 23:25,40.463667,-3.74922,112065,10348,26743,74974,Spain
,,,Sri Lanka,4/2/20 23:25,7.873054,80.771797,151,4,21,126,Sri Lanka
,,,Sudan,4/2/20 23:25,12.8628,30.2176,8,2,2,4,Sudan
,,,Suriname,4/2/20 23:25,3.9193,-56.0278,10,0,0,10,Suriname
,,,Sweden,4/2/20 23:25,60.128161,18.643501,5568,308,103,5157,Sweden
,,,Switzerland,4/2/20 23:25,46.8182,8.2275,18827,536,4013,14278,Switzerland
,,,Syria,4/2/20 23:25,34.802075,38.996815,16,2,0,14,Syria
,,,Taiwan*,4/2/20 11:09,23.7,121,339,5,45,289,Taiwan*
,,,Tanzania,4/2/20 23:25,-6.369028,34.888822,20,1,2,17,Tanzania
,,,Thailand,4/2/20 23:25,15.870032,100.992541,1875,15,505,1355,Thailand
,,,Timor-Leste,4/2/20 23:25,-8.874217,125.727539,1,0,0,1,Timor-Leste
,,,Togo,4/2/20 23:25,8.6195,0.8248,39,2,17,20,Togo
,,,Trinidad and Tobago,4/2/20 23:25,10.6918,-61.2225,94,5,1,88,Trinidad and Tobago
,,,Tunisia,4/2/20 23:25,33.886917,9.537499,455,14,5,436,Tunisia
,,,Turkey,4/2/20 23:25,38.9637,35.2433,18135,356,415,17364,Turkey
,,,Uganda,4/2/20 23:25,1.373333,32.290275,45,0,0,45,Uganda
,,,Ukraine,4/2/20 23:25,48.3794,31.1656,897,22,19,856,Ukraine
,,,United Arab Emirates,4/2/20 23:25,23.424076,53.847818,1024,8,96,920,United Arab Emirates
,,,United Kingdom,4/2/20 23:25,55.3781,-3.436,33718,2921,135,30662,United Kingdom
,,,Uruguay,4/2/20 23:25,-32.5228,-55.7658,350,4,62,284,Uruguay
,,,Uzbekistan,4/2/20 23:25,41.377491,64.585262,205,2,25,178,Uzbekistan
,,,Venezuela,4/2/20 23:25,6.4238,-66.5897,146,5,43,98,Venezuela
,,,Vietnam,4/2/20 23:25,14.058324,108.277199,233,0,75,158,Vietnam
,,,West Bank and Gaza,4/2/20 23:25,31.9522,35.2332,161,1,18,142,West Bank and Gaza
,,,Zambia,4/2/20 23:25,-13.133897,27.849332,39,1,0,38,Zambia
,,,Zimbabwe,4/2/20 23:25,-19.015438,29.154857,9,1,0,8,Zimbabwe
,,Alberta,Canada,2020-04-03 22:52:30,53.9333,-116.5765,969,13,0,0,"Alberta, Canada"
,,Anguilla,United Kingdom,2020-04-03 22:46:20,18.2206,-63.0686,3,0,0,3,"Anguilla, United Kingdom"
,,Anhui,China,2020-03-08 05:19:01,31.8257,117.2264,990,6,984,0,"Anhui, China"
,,Aruba,Netherlands,2020-04-03 22:46:20,12.5211,-69.9683,62,0,1,61,"Aruba, Netherlands"
,,Australian Capital Territory,Australia,2020-04-03 22:52:45,-35.4735,149.0124,91,1,18,72,"Australian Capital Territory, Australia"
,,Beijing,China,2020-04-03 08:47:06,40.1824,116.4142,584,8,434,142,"Beijing, China"
,,Bermuda,United Kingdom,2020-04-03 22:46:20,32.3078,-64.7505,35,0,14,21,"Bermuda, United Kingdom"
,,"Bonaire, Sint Eustatius and Saba",Netherlands,2020-04-03 22:46:20,12.1784,-68.2385,2,0,0,2,"Bonaire, Sint Eustatius and Saba, Netherlands"
,,British Columbia,Canada,2020-04-03 22:52:30,53.7267,-127.6476,1174,31,0,0,"British Columbia, Canada"
,,British Virgin Islands,United Kingdom,2020-04-03 22:46:20,18.4207,-64.64,3,0,0,3,"British Virgin Islands, United Kingdom"
,,Cayman Islands,United Kingdom,2020-04-03 22:46:20,19.3133,-81.2546,28,1,0,27,"Cayman Islands, United Kingdom"
,,Channel Islands,United Kingdom,2020-04-03 22:46:20,49.3723,-2.3644,232,4,13,215,"Channel Islands, United Kingdom"
,,Chongqing,China,2020-03-29 00:14:12,30.0572,107.874,579,6,570,3,"Chongqing, China"
,,Curacao,Netherlands,2020-04-03 22:46:20,12.1696,-68.99,11,1,3,7,"Curacao, Netherlands"
,,Diamond Princess,Canada,2020-04-03 22:52:30,,,0,1,0,0,"Diamond Princess, Canada"
,,Faroe Islands,Denmark,2020-04-03 22:46:20,61.8926,-6.9118,179,0,91,88,"Faroe Islands, Denmark"
,,French Guiana,France,2020-04-03 22:46:20,4.0,-53.0,57,0,22,35,"French Guiana, France"
,,French Polynesia,France,2020-04-03 22:46:20,-17.6797,-149.4068,39,0,0,39,"French Polynesia, France"
,,Fujian,China,2020-04-03 02:47:58,26.0789,117.9874,349,1,300,48,"Fujian, China"
,,Gansu,China,2020-04-01 14:00:34,37.8099,101.0583,138,2,127,9,"Gansu, China"
,,Gibraltar,United Kingdom,2020-04-03 22:46:20,36.1408,-5.3536,95,0,46,49,"Gibraltar, United Kingdom"
,,Grand Princess,Canada,2020-04-03 22:52:30,,,13,0,0,0,"Grand Princess, Canada"
,,Greenland,Denmark,2020-04-03 22:46:20,71.7069,-42.6043,10,0,3,7,"Greenland, Denmark"
,,Guadeloupe,France,2020-04-03 22:46:20,16.265,-61.551,130,7,24,99,"Guadeloupe, France"
,,Guangdong,China,2020-04-03 06:02:14,23.3417,113.4244,1514,8,1368,138,"Guangdong, China"
,,Guangxi,China,2020-04-02 00:16:02,23.8298,108.7881,254,2,252,0,"Guangxi, China"
,,Guizhou,China,2020-03-18 01:37:43,26.8154,106.8748,146,2,144,0,"Guizhou, China"
,,Hainan,China,2020-03-24 04:19:14,19.1959,109.7453,168,6,162,0,"Hainan, China"
,,Hebei,China,2020-04-03 01:13:53,39.549,116.1306,326,6,310,10,"Hebei, China"
,,Heilongjiang,China,2020-04-03 00:10:11,47.861999999999995,127.7615,489,13,469,7,"Heilongjiang, China"
,,Henan,China,2020-03-29 01:44:01,33.882,113.61399999999999,1276,22,1251,3,"Henan, China"
,,Hong Kong,China,2020-04-03 09:35:41,22.3,114.2,845,4,173,668,"Hong Kong, China"
,,Hubei,China,2020-04-03 02:54:04,30.9756,112.2707,67802,3203,63612,987,"Hubei, China"
,,Hunan,China,2020-04-02 01:30:57,27.6104,111.7088,1019,4,1014,1,"Hunan, China"
,,Inner Mongolia,China,2020-04-01 23:56:51,44.0935,113.9448,117,1,74,42,"Inner Mongolia, China"
,,Isle of Man,United Kingdom,2020-04-03 22:46:20,54.2361,-4.5481,114,1,0,113,"Isle of Man, United Kingdom"
,,Jiangsu,China,2020-04-03 03:12:20,32.9711,119.455,651,0,632,19,"Jiangsu, China"
,,Jiangxi,China,2020-03-30 03:15:15,27.614,115.7221,937,1,935,1,"Jiangxi, China"
,,Jilin,China,2020-03-29 00:28:20,43.6661,126.1923,98,1,92,5,"Jilin, China"
,,Liaoning,China,2020-04-02 13:24:15,41.2956,122.6085,141,2,124,15,"Liaoning, China"
,,Macau,China,2020-04-03 17:47:04,22.1667,113.55,43,0,10,33,"Macau, China"
,,Manitoba,Canada,2020-04-03 22:52:30,53.7609,-98.8139,182,2,0,0,"Manitoba, Canada"
,,Martinique,France,2020-04-03 22:46:20,14.6415,-61.0242,143,3,27,113,"Martinique, France"
,,Mayotte,France,2020-04-03 22:46:20,-12.8275,45.166244,128,2,10,116,"Mayotte, France"
,,Montserrat,United Kingdom,2020-04-03 22:46:20,16.742498,-62.187366000000004,6,0,0,6,"Montserrat, United Kingdom"
,,New Brunswick,Canada,2020-04-03 22:52:30,46.5653,-66.4619,91,0,0,0,"New Brunswick, Canada"
,,New Caledonia,France,2020-04-03 22:46:20,-20.904304999999997,165.618042,18,0,1,17,"New Caledonia, France"
,,New South Wales,Australia,2020-04-03 22:52:45,-33.8688,151.2093,2389,12,4,2373,"New South Wales, Australia"
,,Newfoundland and Labrador,Canada,2020-04-03 22:52:30,53.1355,-57.6604,195,1,0,0,"Newfoundland and Labrador, Canada"
,,Ningxia,China,2020-03-16 08:47:05,37.2692,106.1655,75,0,75,0,"Ningxia, China"
,,Northern Territory,Australia,2020-04-03 22:52:45,-12.4634,130.8456,22,0,0,22,"Northern Territory, Australia"
,,Northwest Territories,Canada,2020-04-03 22:52:30,64.8255,-124.8457,2,0,0,0,",Northwest Territories,Canada"
